GeneID,Cardamine,log2FC_Ox_WT_leaf_protoplast,Ox.leaf.vs.protoplast_q_value,log2FC_Col0_leaf_protoplast,Col0.leaf.vs.protoplast_q_value
AT3G62260,Chir05Ox_b27960.2,4.200022862,8.51e-32,2.957267393,0.001445128
AT3G62420,Chir05Ox_b28100.2,1.991617518,3.43e-09,NA,NA
AT3G62600,Chir05Ox_b28190.2,NA,NA,1.072577992,0.033397982
AT3G62720,Chir05Ox_b28310.2,2.366019617,1.29e-08,1.591928796,0.019096076
AT3G62910,Chir05Ox_b28520.2,NA,NA,1.139381066,0.031576349
AT3G63010,Chir05Ox_b28620.2,1.271698029,0.000768685,1.717241013,0.002311168
AT3G63060,Chir05Ox_b28680.2,3.953830883,2.66e-27,2.210286163,0.007056295
AT3G63310,Chir05Ox_b28970.2,1.615057482,2.05e-05,NA,NA
AT3G63350,Chir05Ox_b29000.2,4.15265723,3.51e-24,NA,NA
AT3G63380,Chir05Ox_b29030.2,NA,NA,1.183550622,1.65e-05
AT3G63480,Chir05Ox_b29140.2,NA,NA,2.158945565,8.95e-06
AT3G63530,Chir05Ox_b29190.2,NA,NA,1.38469824,0.003499741
AT4G00210,Chir08Ox_b00310.2,1.688918311,0.009123982,NA,NA
AT4G00305,Chir08Ox_b00420.2,NA,NA,1.077238976,0.038135741
AT4G00310,Chir08Ox_b00430.2,1.556171187,0.004755607,NA,NA
AT4G00370,Chir08Ox_b00510.2,NA,NA,1.084569984,0.037203673
AT4G00430,Chir08Ox_b00540.2,NA,NA,1.093096207,0.040939378
AT4G00570,Chir08Ox_b00720.2,NA,NA,1.305682279,0.012906194
AT4G00760,Chir08Ox_b00930.2,NA,NA,1.293172454,0.023815898
AT4G01010,Chir08Ox_b01280.2,1.936669144,8.88e-09,1.094212752,0.001177122
AT4G01023,Chir08Ox_b01270.2,1.248423221,0.039798107,NA,NA
AT4G01037,Chir08Ox_b01240.2,NA,NA,1.169985634,0.020409591
AT4G01090,Chir08Ox_b01180.2,2.273562924,1.15e-08,1.572472702,0.00287939
AT4G01120,Chir08Ox_b01150.2,1.451928166,6.09e-06,NA,NA
AT4G01200,Chir08Ox_b01090.2,NA,NA,1.546615267,0.024631205
AT4G01240,Chir08Ox_b01050.2,1.364746087,0.002003603,NA,NA
AT4G01250,Chir08Ox_b01040.2,4.607746139,3e-34,2.599394269,0.004017052
AT4G01270,Chir08Ox_b01030.2,NA,NA,2.211658579,1.15e-05
AT4G01280,Chir08Ox_b01010.2,1.197587267,0.002782499,NA,NA
AT4G01360,Chir08Ox_b00960.2,5.543055798,2.78e-09,NA,NA
AT4G01870,Chir08Ox_b01760.2,3.545236598,3.86e-24,4.712093493,1.02e-11
AT4G01883,Chir08Ox_b01780.2,1.284072881,0.018555384,NA,NA
AT4G01950,Chir08Ox_b01650.2,1.06989053,0.00153384,NA,NA
AT4G02060,Chir08Ox_b01530.2,NA,NA,1.882790955,4.31e-05
AT4G02110,Chir08Ox_b02230.2,NA,NA,1.71507083,0.000107532
AT4G02140,Chir08Ox_b02260.2,NA,NA,2.475415442,3.97e-05
AT4G02195,Chir08Ox_b02350.2,1.935399439,4.24e-08,2.511770234,1.32e-06
AT4G02200,Chir08Ox_b02360.2,2.281388748,5.92e-05,2.309059306,9.12e-07
AT4G02290,Chir08Ox_b02440.2,NA,NA,1.559464972,0.007319029
AT4G02310,Chir05Ox_b23130.2,1.119783959,0.008585961,NA,NA
AT4G02360,Chir08Ox_b02490.2,3.013566319,3.59e-06,NA,NA
AT4G02380,Chir08Ox_b02510.2,1.940353474,0.000248204,2.215868993,0.000698181
AT4G02410,Chir08Ox_b02540.2,NA,NA,2.164630922,4.96e-06
AT4G02460,Chir08Ox_b02620.2,NA,NA,1.494176857,0.00043283
AT4G02800,Chir08Ox_b03040.2,NA,NA,1.036991377,0.046452898
AT4G02880,Chir08Ox_b03140.2,1.384644096,1.53e-05,NA,NA
AT4G03100,Chir08Ox_b03360.2,NA,NA,1.039912871,0.046343992
AT4G03110,Chir08Ox_b03370.2,NA,NA,1.405606391,0.002440404
AT4G03230,Chir08Ox_b03500.2,NA,NA,1.318316835,0.004870383
AT4G03390,Chir08Ox_b03620.2,NA,NA,1.031029852,0.028154479
AT4G03400,Chir08Ox_b03630.2,NA,NA,1.754775749,7.32e-05
AT4G04020,Chir08Ox_b05170.2,1.231357979,0.000163807,NA,NA
AT4G04610,Chir08Ox_b04700.2,2.492852916,2.13e-05,2.983903112,1.39e-06
AT4G04850,Chir08Ox_b04490.2,NA,NA,1.183609666,0.030009416
AT4G05010,Chir08Ox_b04280.2,3.039778365,9.52e-12,4.357756365,2.46e-11
AT4G05020,Chir08Ox_b04270.2,NA,NA,2.324357879,9.16e-05
AT4G05030,Chir08Ox_b04260.2,1.772191427,0.000190117,NA,NA
AT4G05100,Chir08Ox_b04210.2,4.240588048,4.11e-11,3.526930524,0.005666226
AT4G05120,Chir08Ox_b04190.2,NA,NA,1.61343559,0.005477517
AT4G05190,Chir08Ox_b04120.2,NA,NA,1.380039159,0.003581078
AT4G05320,Chir08Ox_b04040.2,1.551518093,1.61e-05,1.332616271,0.022594964
AT4G05520,Chir08Ox_b05210.2,NA,NA,1.029985612,0.037842262
AT4G07960,Chir08Ox_b10220.2,1.230524226,0.002635721,2.008922731,4.49e-06
AT4G08170,Chir08Ox_b10160.2,NA,NA,1.633954787,0.001568103
AT4G08310,Chir08Ox_b10010.2,NA,NA,1.176777109,0.025519255
AT4G08500,Chir08Ox_b09860.2,1.290452925,0.000170685,1.99067156,7.13e-05
AT4G08555,Chir08Ox_b09780.2,NA,NA,3.225331351,0.003352482
AT4G09030,Chir08Ox_b09290.2,NA,NA,2.339848164,0.000295215
AT4G09150,Chir08Ox_b09170.2,3.121230942,1.65e-15,1.206825009,0.016395947
AT4G09510,Chir08Ox_b08960.2,NA,NA,1.157415339,0.016207156
AT4G09570,Chir08Ox_b08910.2,NA,NA,1.861772581,0.000215751
AT4G09750,Chir08Ox_b08680.2,NA,NA,1.844691389,0.002796454
AT4G09820,Chir08Ox_b08610.2,NA,NA,1.805284475,0.000456201
AT4G10040,Chir08Ox_b08390.2,NA,NA,2.896709011,9.4e-08
AT4G10240,Chir08Ox_b08110.2,1.527475929,0.006622642,NA,NA
AT4G10250,Chir08Ox_b08100.2,7.060768609,8.08e-63,2.679364448,4.73e-05
AT4G11220,Chir08Ox_b06930.2,2.255718675,2.73e-08,NA,NA
AT4G11280,Chir08Ox_b06880.2,3.223614029,9.05e-12,NA,NA
AT4G11300,Chir08Ox_b06860.2,NA,NA,1.550795727,0.0073098
AT4G11330,Chir08Ox_b06830.2,NA,NA,1.474024592,0.011341025
AT4G11350,Chir08Ox_b06790.2,NA,NA,1.423996699,0.007194341
AT4G11450,Chir08Ox_b06700.2,NA,NA,1.58636819,0.014343826
AT4G11570,Chir08Ox_b06440.2,1.153621019,0.000222609,1.519569632,0.001385231
AT4G11600,Chir08Ox_b06410.2,NA,NA,2.103351753,0.000115772
AT4G11660,Chir08Ox_b06310.2,2.65603387,3.05e-14,2.488121139,2.72e-07
AT4G11800,Chir08Ox_b06140.2,1.382890471,1.77e-05,NA,NA
AT4G11820,Chir08Ox_b06110.2,NA,NA,1.172281673,0.019562061
AT4G11990,Chir08Ox_b05950.2,NA,NA,1.810386994,0.009115121
AT4G12000,Chir08Ox_b05940.2,NA,NA,2.522666344,8.94e-05
AT4G12005,Chir05Ox_b07680.2,NA,NA,2.77201188,0.009125185
AT4G12020,Chir08Ox_b05920.2,NA,NA,1.171460555,0.019205596
AT4G12120,Chir08Ox_b05770.2,NA,NA,2.119605523,0.000119427
AT4G12400,Chir08Ox_b05530.2,5.916809111,2.86e-37,3.416442313,1.54e-10
AT4G12450,Chir08Ox_b05480.2,NA,NA,1.359822959,0.000122
AT4G12740,Chir07Ox_b08140.2,NA,NA,1.639459564,0.001737994
AT4G13010,Chir07Ox_b08320.2,NA,NA,2.320170859,2.66e-07
AT4G13395,Chir07Ox_b08920.2,1.507470838,1.02e-05,2.015979295,0.024945232
AT4G13400,Chir07Ox_b08930.2,NA,NA,1.604871285,0.008037204
AT4G13410,Chir07Ox_b08940.2,NA,NA,1.98428592,0.001367279
AT4G13670,Chir07Ox_b09270.2,NA,NA,1.226535645,0.029500734
AT4G13690,Chir07Ox_b09300.2,NA,NA,1.556288399,0.027484814
AT4G14090,Chir07Ox_b09860.2,NA,NA,2.005958013,0.003349646
AT4G14120,Chir07Ox_b09880.2,NA,NA,1.783889663,0.006325028
AT4G14350,Chir07Ox_b10290.2,NA,NA,1.618297589,0.000736319
AT4G14365,Chir07Ox_b10310.2,NA,NA,4.653516576,8.48e-08
AT4G14368,Chir07Ox_b10320.2,NA,NA,1.104399863,3.65e-06
AT4G14690,Chir07Ox_b10780.2,NA,NA,4.379457162,2.22e-10
AT4G14790,Chir07Ox_b11000.2,NA,NA,1.23227509,0.029320639
AT4G14970,Chir07Ox_b11220.2,NA,NA,1.5579473,1.97e-05
AT4G15030,Chir07Ox_b11340.2,NA,NA,2.27212717,1.94e-07
AT4G15248,Chir07Ox_b11610.2,NA,NA,2.3217918,8.94e-05
AT4G15420,Chir07Ox_b11810.2,2.434212751,9.29e-11,NA,NA
AT4G15430,Chir07Ox_b11820.2,NA,NA,1.107738273,0.031960916
AT4G15490,Chir07Ox_b11890.2,2.083725848,0.000463263,NA,NA
AT4G15790,Chir07Ox_b12300.2,NA,NA,1.520142613,0.006541059
AT4G15890,Chir07Ox_b12420.2,NA,NA,1.382652396,0.000666906
AT4G16500,Chir07Ox_b13190.2,1.167628083,0.000357058,NA,NA
AT4G16630,Chir07Ox_b13370.2,NA,NA,1.297108815,0.007640364
AT4G16807,Chir07Ox_b13620.2,NA,NA,1.603480548,0.008220661
AT4G16820,Chir07Ox_b13640.2,4.365523061,1.24e-23,2.381664359,0.010885134
AT4G16835,Chir07Ox_b13660.2,1.781991937,3.91e-06,NA,NA
AT4G16890,Chir07Ox_b13250.2,1.170346072,0.020862,NA,NA
AT4G16970,Chir07Ox_b13720.2,NA,NA,1.703525982,3.97e-05
AT4G17000,Chir07Ox_b13730.2,NA,NA,1.494627247,0.000488896
AT4G17100,Chir07Ox_b13870.2,2.49254242,1.42e-13,NA,NA
AT4G17230,Chir07Ox_b13980.2,2.459928221,3.19e-06,2.846460976,8.07e-05
AT4G17240,Chir07Ox_b13990.2,NA,NA,1.131568547,0.029941963
AT4G17250,Chir07Ox_b14010.2,NA,NA,2.011523643,0.000592385
AT4G17330,Chir07Ox_b14070.2,NA,NA,1.266114621,0.016898338
AT4G17380,Chir07Ox_b14120.2,NA,NA,1.010473547,0.003919348
AT4G17410,Chir07Ox_b14140.2,NA,NA,1.61488465,0.000114465
AT4G17490,Chir07Ox_b14280.2,3.149746389,1.06e-08,2.836029204,2.72e-07
AT4G17500,Chir07Ox_b14290.2,2.597821382,2.89e-11,1.693132731,0.000874347
AT4G17530,Chir07Ox_b14350.2,NA,NA,1.6085573,0.000456472
AT4G17615,Chir07Ox_b14440.2,1.898438851,0.007827795,3.471093364,4.3e-07
AT4G17720,Chir07Ox_b14570.2,1.112432322,0.001124433,NA,NA
AT4G17750,Chir07Ox_b14600.2,NA,NA,1.808450711,0.000290714
AT4G17840,Chir07Ox_b14680.2,NA,NA,1.535198663,0.018903403
AT4G17895,Chir07Ox_b14730.2,NA,NA,1.609609844,0.001568756
AT4G18010,Chir07Ox_b14870.2,NA,NA,2.239121771,0.000121429
AT4G18020,Chir07Ox_b14880.2,NA,NA,1.034312858,0.04944182
AT4G18050,Chir07Ox_b14910.2,NA,NA,2.206374916,1.83e-06
AT4G18070,Chir07Ox_b14930.2,1.283736727,0.000357058,1.575998902,0.014436553
AT4G18140,Chir07Ox_b14990.2,1.44977833,4.79e-05,NA,NA
AT4G18170,Chir07Ox_b15020.2,3.632051055,2.61e-21,3.389007596,1.37e-06
AT4G18470,Chir07Ox_b15390.2,NA,NA,1.511281884,0.007591964
AT4G18750,Chir07Ox_b15700.2,NA,NA,1.258122752,0.02021293
AT4G18810,Chir07Ox_b15760.2,NA,NA,1.338625479,0.02350252
AT4G18880,Chir07Ox_b15820.2,NA,NA,2.20985377,0.000119966
AT4G18950,Chir07Ox_b15890.2,3.890976475,8.71e-20,3.615318101,6.11e-12
AT4G19020,Chir07Ox_b16010.2,NA,NA,1.611393983,0.000461153
AT4G19191,Chir07Ox_b16160.2,1.453491618,0.000401449,NA,NA
AT4G19450,Chir07Ox_b16320.2,NA,NA,1.558371838,0.000896855
AT4G19520,Chir07Ox_b16400.2,NA,NA,2.023810884,0.000138627
AT4G19550,Chir07Ox_b16450.2,1.536628907,0.008247905,NA,NA
AT4G19590,Chir07Ox_b16470.2,NA,NA,1.411921114,0.031946359
AT4G20170,Chir07Ox_b17030.2,1.178227594,0.000308183,1.375536403,0.00217711
AT4G20320,Chir07Ox_b17140.2,NA,NA,1.536852624,0.004419482
AT4G20325,Chir07Ox_b17150.2,NA,NA,1.491851613,0.007962523
AT4G20390,Chir07Ox_b17220.2,1.485825381,0.001491352,3.196795801,1.88e-06
AT4G20780,Chir07Ox_b17320.2,1.178029456,0.019278021,NA,NA
AT4G20830,Chir07Ox_b17370.2,NA,NA,2.008636309,0.001350253
AT4G20840,Chir07Ox_b17380.2,NA,NA,1.968778886,0.000235527
AT4G20860,Chir07Ox_b17420.2,NA,NA,1.250577898,0.025695993
AT4G21070,Chir07Ox_b17640.2,NA,NA,2.042048561,6.59e-07
AT4G21270,Chir07Ox_b17830.2,NA,NA,1.460855969,0.00189832
AT4G21320,Chir07Ox_b17870.2,2.674748713,9.89e-13,NA,NA
AT4G21323,Chir07Ox_b17880.2,2.568666761,5.93e-10,NA,NA
AT4G21390,Chir07Ox_b17960.2,NA,NA,1.689164005,0.000752086
AT4G21410,Chir07Ox_b18000.2,NA,NA,1.651850004,0.024764259
AT4G21440,Chir07Ox_b18070.2,3.516051321,1.88e-08,3.025263134,0.001129381
AT4G21470,Chir07Ox_b18100.2,NA,NA,1.052918654,0.032670142
AT4G21770,Chir07Ox_b18430.2,NA,NA,1.031054319,0.041380664
AT4G21880,Chir07Ox_b18530.2,NA,NA,1.543421764,0.001607389
AT4G21940,Chir07Ox_b18600.2,NA,NA,2.634214567,1.8e-05
AT4G21990,Chir07Ox_b18650.2,4.191356571,8.74e-15,4.442238858,6.93e-21
AT4G22350,Chir07Ox_b19060.2,NA,NA,1.034621256,0.031720281
AT4G22530,Chir07Ox_b19220.2,NA,NA,1.914140464,0.00219554
AT4G22590,Chir07Ox_b19280.2,2.350706277,7.22e-08,3.298349773,5.55e-07
AT4G22620,Chir07Ox_b19300.2,NA,NA,1.522674419,0.034719377
AT4G22780,Chir07Ox_b19510.2,1.859724243,2.76e-07,3.231383144,1.87e-07
AT4G22880,Chir07Ox_b19660.2,NA,NA,4.815712947,8.36e-13
AT4G22970,Chir07Ox_b19750.2,NA,NA,1.804732544,8.77e-08
AT4G23010,Chir07Ox_b19800.2,NA,NA,1.610876063,0.003308647
AT4G23160,Chir02Ox_b08700.2,2.030031091,0.007268431,NA,NA
AT4G23180,Chir07Ox_b19990.2,1.658591531,0.000261631,1.823947017,0.004195326
AT4G23190,Chir07Ox_b20020.2,2.215757026,1.9e-10,3.0814785,8.24e-07
AT4G23200,Chir07Ox_b20100.2,NA,NA,1.130322338,0.000864482
AT4G23220,Chir07Ox_b20090.2,NA,NA,2.570901397,2.9e-05
AT4G23250,Chir07Ox_b20200.2,NA,NA,1.115532315,0.009120539
AT4G23630,Chir07Ox_b20610.2,NA,NA,1.139268972,0.03910485
AT4G23680,Chir07Ox_b20650.2,1.766450975,0.009848012,NA,NA
AT4G23770,Chir07Ox_b20780.2,NA,NA,3.355569271,3.7e-06
AT4G23800,Chir07Ox_b20800.2,NA,NA,1.401658829,0.004854887
AT4G23850,Chir07Ox_b20840.2,NA,NA,1.150665871,0.042652158
AT4G23910,Chir07Ox_b20930.2,1.189044475,0.000296217,NA,NA
AT4G23940,Chir07Ox_b20960.2,NA,NA,1.188914291,0.018951139
AT4G24110,Chir07Ox_b21140.2,1.627862754,0.011573974,2.635690542,0.003016784
AT4G24160,Chir07Ox_b21190.2,3.234295185,8.46e-22,3.680561266,4.16e-10
AT4G24170,Chir07Ox_b21200.2,NA,NA,1.260243403,0.001323004
AT4G24340,Chir07Ox_b21400.2,NA,NA,1.207238003,0.000180813
AT4G24380,Chir07Ox_b21420.2,3.204295641,4.83e-18,3.941219293,0.000489738
AT4G24450,Chir07Ox_b21480.2,1.88887893,3.58e-10,NA,NA
AT4G24570,Chir07Ox_b21620.2,2.417480175,9.01e-08,2.149924305,0.002381801
AT4G24710,Chir07Ox_b21740.2,NA,NA,1.600115061,0.007472311
AT4G24740,Chir07Ox_b21770.2,NA,NA,1.031653977,0.048821598
AT4G24920,Chir07Ox_b21950.2,NA,NA,1.216618659,0.029057735
AT4G24960,Chir07Ox_b22000.2,NA,NA,2.120200835,1.08e-05
AT4G24970,Chir07Ox_b22010.2,NA,NA,1.543767172,0.002786779
AT4G25030,Chir07Ox_b22060.2,1.364033117,3.26e-05,1.449111177,0.009965112
AT4G25200,Chir07Ox_b22220.2,6.061253143,1.99e-45,3.554659865,6.69e-08
AT4G25280,Chir07Ox_b22310.2,NA,NA,1.154549897,0.023500299
AT4G25290,Chir07Ox_b22320.2,NA,NA,2.227066479,4.8e-07
AT4G25340,Chir07Ox_b22370.2,NA,NA,2.859525754,2.82e-09
AT4G25350,Chir07Ox_b22380.2,NA,NA,1.696681901,0.016478448
AT4G25380,Chir07Ox_b22410.2,2.092579571,0.000305227,NA,NA
AT4G25390,Chir07Ox_b22420.2,1.612234185,1.63e-06,1.335418779,0.009180593
AT4G25640,Chir07Ox_b22680.2,NA,NA,1.062130026,0.039088107
AT4G25670,Chir07Ox_b22730.2,1.265946353,0.00123591,2.285469702,0.000103756
AT4G25980,Chir07Ox_b23050.2,2.94102469,6e-12,NA,NA
AT4G26190,Chir07Ox_b23280.2,NA,NA,1.67576491,0.00144281
AT4G26220,Chir07Ox_b23310.2,NA,NA,1.311228473,0.031941716
AT4G26600,Chir07Ox_b23710.2,NA,NA,1.062982378,0.023757408
AT4G26630,Chir07Ox_b23740.2,NA,NA,1.882951532,0.000509632
AT4G26660,Chir07Ox_b23780.2,NA,NA,1.330425272,0.003231425
AT4G26700,Chir07Ox_b23830.2,1.577322135,1.64e-06,1.447557962,0.007511459
AT4G26701,Chir07Ox_b23840.2,NA,NA,2.941398452,6.74e-05
AT4G26740,Chir07Ox_b23880.2,NA,NA,1.812184046,3.33e-05
AT4G26760,Chir07Ox_b23900.2,NA,NA,1.202315968,0.027647495
AT4G26890,Chir07Ox_b24020.2,2.317095117,3.11e-05,NA,NA
AT4G26980,Chir07Ox_b24120.2,1.563412021,2.24e-06,NA,NA
AT4G27220,Chir07Ox_b24370.2,1.174208586,0.000121735,NA,NA
AT4G27270,Chir07Ox_b24420.2,1.141701808,0.002078663,NA,NA
AT4G27280,Chir07Ox_b24430.2,2.680925216,1.86e-11,NA,NA
AT4G27340,Chir07Ox_b24480.2,NA,NA,1.251780044,0.008315574
AT4G27350,Chir07Ox_b24490.2,3.365369268,3.26e-15,3.126083735,1.17e-10
AT4G27370,Chir07Ox_b24510.2,NA,NA,1.025866989,0.035747211
AT4G27410,Chir07Ox_b24560.2,2.195442332,1.54e-07,NA,NA
AT4G27510,Chir07Ox_b24680.2,NA,NA,1.172921576,0.03257326
AT4G27570,Chir07Ox_b24730.2,NA,NA,1.017050536,0.000328475
AT4G27580,Chir07Ox_b24750.2,1.272701691,0.004131826,2.050374065,0.006541059
AT4G27657,Chir07Ox_b24860.2,1.456624757,0.011756331,NA,NA
AT4G27670,Chir07Ox_b24880.2,4.282022629,2.75e-18,NA,NA
AT4G27680,Chir07Ox_b24890.2,1.166263425,0.000527085,NA,NA
AT4G27720,Chir07Ox_b24920.2,1.706462367,1.46e-06,1.286053516,0.014074924
AT4G27790,Chir07Ox_b24990.2,NA,NA,2.751679983,6.41e-09
AT4G27910,Chir07Ox_b25090.2,NA,NA,1.443522839,0.002110276
AT4G27940,Chir07Ox_b25100.2,NA,NA,1.164893531,0.013260939
AT4G27960,Chir07Ox_b25120.2,NA,NA,1.339163851,0.007962523
AT4G27970,Chir07Ox_b25130.2,1.524208199,0.000219076,NA,NA
AT4G27980,Chir07Ox_b25140.2,1.369300333,7.86e-05,1.066891783,0.016639383
AT4G27990,Chir03Ox_b03650.2,1.080322683,0.022993658,NA,NA
AT4G28000,Chir07Ox_b25150.2,1.22977681,0.000248023,NA,NA
AT4G28140,Chir07Ox_b25320.2,1.529531947,0.043691735,NA,NA
AT4G28250,Chir07Ox_b25430.2,NA,NA,1.763390662,0.003330368
AT4G28310,Chir07Ox_b25480.2,NA,NA,1.493755431,0.019774087
AT4G28400,Chir07Ox_b25630.2,1.095419293,0.002410378,1.361357832,0.007194341
AT4G28590,Chir07Ox_b25850.2,NA,NA,1.292594965,0.008122727
AT4G28950,Chir07Ox_b26170.2,NA,NA,1.411726106,0.029445596
AT4G29060,Chir07Ox_b26280.2,NA,NA,1.15597763,0.040832041
AT4G29150,Chir07Ox_b26370.2,NA,NA,1.499663369,0.014405769
AT4G29340,Chir07Ox_b26570.2,1.54991026,0.000399097,1.266469502,0.006605773
AT4G29440,Chir07Ox_b26680.2,2.40564644,2.96e-07,2.082394941,6.98e-05
AT4G29730,Chir07Ox_b26960.2,NA,NA,1.317979294,0.010055045
AT4G29750,Chir07Ox_b27000.2,NA,NA,1.46488952,0.002136477
AT4G29780,Chir07Ox_b27030.2,4.598928248,5.65e-13,NA,NA
AT4G29900,Chir07Ox_b27150.2,1.292136965,7.89e-05,1.658220138,0.000617357
AT4G29980,Chir07Ox_b27260.2,NA,NA,1.134928979,0.007472311
AT4G30060,Chir07Ox_b27310.2,1.08374948,0.00258133,NA,NA
AT4G30090,Chir07Ox_b27350.2,NA,NA,2.517575933,9.54e-05
AT4G30100,Chir07Ox_b27360.2,1.243668826,0.000507405,1.452389533,0.0117794
AT4G30210,Chir07Ox_b27480.2,2.250800405,6.43e-08,2.383308854,4.22e-05
AT4G30240,Chir07Ox_b27510.2,1.357047058,3.15e-05,1.739624645,0.000795258
AT4G30290,Chir07Ox_b27560.2,1.710991926,1.57e-05,1.806478451,0.033252711
AT4G30440,Chir07Ox_b27710.2,1.324554697,7.77e-05,NA,NA
AT4G30490,Chir07Ox_b27760.2,NA,NA,1.620378382,0.003442711
AT4G30530,Chir07Ox_b27790.2,NA,NA,1.825111954,0.000153723
AT4G30600,Chir07Ox_b27840.2,NA,NA,2.012206527,0.000538329
AT4G30610,Chir07Ox_b27850.2,NA,NA,1.141937423,0.020603177
AT4G30780,Chir07Ox_b27980.2,NA,NA,2.112839113,0.000127106
AT4G30850,Chir07Ox_b28080.2,1.118556322,0.000513407,1.773305493,0.007760842
AT4G30860,Chir07Ox_b28090.2,NA,NA,1.660879843,0.000261343
AT4G31000,Chir07Ox_b28280.2,1.145510134,0.02103091,2.415461019,1.74e-05
AT4G31210,Chir07Ox_b28480.2,NA,NA,1.515515976,0.000676873
AT4G31360,Chir07Ox_b28620.2,NA,NA,1.838569994,8.9e-05
AT4G31550,Chir07Ox_b28810.2,NA,NA,1.78760637,0.000490387
AT4G31750,Chir07Ox_b29030.2,NA,NA,1.126606136,0.039625991
AT4G31760,Chir07Ox_b29040.2,1.107117442,0.022859422,NA,NA
AT4G31800,Chir07Ox_b29080.2,2.584657791,0.00012347,3.538559716,4.59e-05
AT4G31880,Chir07Ox_b29180.2,NA,NA,1.249122968,0.015362632
AT4G32020,Chir07Ox_b29310.2,1.316899619,0.000147916,NA,NA
AT4G32030,Chir07Ox_b29320.2,2.23459053,1.37e-11,2.088274617,3.52e-05
AT4G32060,Chir07Ox_b29350.2,1.129195339,0.009015449,NA,NA
AT4G32190,Chir07Ox_b29480.2,NA,NA,1.306399778,0.015551143
AT4G32480,Chir07Ox_b29750.2,NA,NA,1.551005583,0.013268208
AT4G32590,Chir07Ox_b29900.2,NA,NA,1.17565973,0.030481343
AT4G32630,Chir07Ox_b29950.2,1.150971716,1.32e-05,2.164784373,6.58e-10
AT4G32670,Chir03Ox_b06210.2,NA,NA,1.864098405,6.85e-06
AT4G32730,Chir07Ox_b30060.2,NA,NA,1.049920876,0.023794622
AT4G32770,Chir07Ox_b30090.2,NA,NA,1.367439611,0.002250726
AT4G32920,Chir07Ox_b30250.2,NA,NA,1.392020945,0.002056962
AT4G32970,Chir07Ox_b30300.2,NA,NA,1.02742288,0.037333357
AT4G33010,Chir07Ox_b30340.2,NA,NA,1.536865578,0.003727104
AT4G33050,Chir07Ox_b30380.2,NA,NA,2.112114787,2.54e-05
AT4G33080,Chir07Ox_b30410.2,NA,NA,1.044623159,0.043498565
AT4G33110,Chir07Ox_b30450.2,NA,NA,1.82716891,0.001000205
AT4G33200,Chir07Ox_b30530.2,NA,NA,1.419526718,0.007027626
AT4G33230,Chir07Ox_b30560.2,1.254862277,4.11e-05,NA,NA
AT4G33280,Chir07Ox_b30600.2,2.157492909,1.27e-07,NA,NA
AT4G33390,Chir07Ox_b30670.2,1.032983125,0.000754935,NA,NA
AT4G33440,Chir07Ox_b30740.2,NA,NA,1.188375712,0.047016949
AT4G33905,Chir07Ox_b31230.2,2.947436829,4.23e-12,4.365705027,4.32e-13
AT4G33920,Chir07Ox_b31250.2,2.481871043,4.45e-06,2.014751008,0.0280665
AT4G33925,Chir07Ox_b31260.2,3.711735649,1.87e-22,NA,NA
AT4G33930,Chir07Ox_b31270.2,1.491813581,0.001727273,4.413318213,5.95e-17
AT4G33940,Chir07Ox_b31280.2,1.114495861,0.000810284,2.570450503,4.23e-08
AT4G33985,Chir07Ox_b31340.2,1.554869119,0.00580564,NA,NA
AT4G34000,Chir07Ox_b31360.2,1.35942952,2.7e-05,NA,NA
AT4G34050,Chir07Ox_b31400.2,NA,NA,1.50797697,0.008615323
AT4G34120,Chir07Ox_b31450.2,1.06154057,0.003154011,1.61507844,0.000645278
AT4G34131,Chir03Ox_b33390.2,1.22093725,0.000165379,4.288375435,3.86e-18
AT4G34138,Chir07Ox_b31890.2,1.598803527,0.001335222,NA,NA
AT4G34150,Chir07Ox_b31870.2,3.160304033,8.32e-07,3.2291969,0.000537512
AT4G34230,Chir07Ox_b31760.2,1.517137565,4.41e-06,2.383138295,0.000578977
AT4G34240,Chir07Ox_b31750.2,NA,NA,2.012758568,2.97e-05
AT4G34390,Chir07Ox_b31600.2,2.46268116,4.69e-08,2.870168233,8.86e-07
AT4G34400,Chir07Ox_b31590.2,NA,NA,3.720590124,1.96e-14
AT4G34410,Chir07Ox_b31580.2,4.605210297,5.57e-10,2.555307664,0.024377499
AT4G34430,Chir07Ox_b31530.2,NA,NA,1.355725024,0.010097619
AT4G34440,Chir07Ox_b31520.2,NA,NA,2.542454533,3.45e-13
AT4G34555,Chir07Ox_b32010.2,NA,NA,1.104855987,0.049380113
AT4G34590,Chir07Ox_b31970.2,NA,NA,1.925345979,6.11e-05
AT4G34710,Chir07Ox_b32160.2,1.515741251,0.000767309,1.624337678,0.009619571
AT4G34730,Chir07Ox_b32180.2,NA,NA,1.212414707,0.042086439
AT4G35110,Chir07Ox_b32540.2,1.269216109,0.004992579,3.030569624,3.56e-07
AT4G35730,Chir07Ox_b33200.2,NA,NA,1.714419865,0.000149655
AT4G35940,Chir07Ox_b33460.2,1.524370084,6.19e-06,1.344912594,0.004399384
AT4G35985,Chir07Ox_b33500.2,2.274666838,6.02e-06,2.248426737,0.007610859
AT4G36010,Chir07Ox_b33530.2,4.338230733,1.57e-13,3.500180327,0.000153247
AT4G36020,Chir07Ox_b33540.2,1.366467304,0.000131011,1.455654688,0.004382006
