"C.hirsutaOX","A.thaliana.TAIR10"
"Chir01Ox-b07250.2","AT1G07747"
"Chir01Ox-b07260.2","AT1G43665"
"Chir01Ox-b07270.2","AT1G07750"
"Chir01Ox-b07290.2","AT1G07790"
"Chir01Ox-b07300.2","AT1G07795"
"Chir01Ox-b07320.2","AT1G07670"
"Chir01Ox-b07340.2","AT1G07830"
"Chir01Ox-b07350.2","AT1G07840"
"Chir01Ox-b07360.2","AT1G07850"
"Chir01Ox-b07370.2","AT1G07860"
"Chir01Ox-b07380.2","AT1G07870"
"Chir01Ox-b07390.2","AT1G07880"
"Chir01Ox-b07400.2","AT1G07890"
"Chir01Ox-b07410.2","AT1G07900"
"Chir01Ox-b07420.2","AT1G07910"
"Chir01Ox-b07450.2","AT1G07960"
"Chir01Ox-b07460.2","AT1G07970"
"Chir01Ox-b07470.2","AT1G07980"
"Chir01Ox-b07480.2","AT1G07985"
"Chir01Ox-b07490.2","AT1G07990"
"Chir01Ox-b07500.2","AT1G08010"
"Chir01Ox-b07510.2","AT1G08030"
"Chir01Ox-b07520.2","AT1G08035"
"Chir01Ox-b07530.2","AT1G08040"
"Chir01Ox-b07550.2","AT1G08050"
"Chir01Ox-b07560.2","AT1G08060"
"Chir01Ox-b07580.2","AT1G08070"
"Chir01Ox-b07590.2","AT1G08080"
"Chir01Ox-b07600.2","AT1G08090"
"Chir01Ox-b07620.2","AT1G08110"
"Chir01Ox-b07630.2","AT1G08125"
"Chir01Ox-b07640.2","AT1G08130"
"Chir01Ox-b07650.2","AT1G08135"
"Chir01Ox-b07660.2","AT1G08140"
"Chir01Ox-b07680.2","AT1G08150"
"Chir01Ox-b07690.2","AT1G08160"
"Chir01Ox-b07700.2","AT1G08170"
"Chir01Ox-b07710.2","AT1G08180"
"Chir01Ox-b07720.2","AT1G08190"
"Chir01Ox-b07730.2","AT1G08200"
"Chir01Ox-b07740.2","AT1G08210"
"Chir01Ox-b07750.2","AT1G08220"
"Chir01Ox-b07760.2","AT1G08230"
"Chir01Ox-b07780.2","AT1G08250"
"Chir01Ox-b07800.2","AT1G08260"
"Chir01Ox-b07820.2","AT1G08280"
"Chir01Ox-b07830.2","AT1G08290"
"Chir01Ox-b07840.2","AT1G08300"
"Chir01Ox-b07860.2","AT1G08310"
"Chir01Ox-b07880.2","AT1G08315"
"Chir01Ox-b07890.2","AT1G08320"
"Chir01Ox-b07900.2","AT1G08340"
"Chir01Ox-b07910.2","AT1G08350"
"Chir01Ox-b07920.2","AT2G27530"
"Chir01Ox-b07930.2","AT1G08370"
"Chir01Ox-b07940.2","AT1G08380"
"Chir01Ox-b07950.2","AT1G08390"
"Chir01Ox-b07960.2","AT1G08400"
"Chir01Ox-b07970.2","AT1G08410"
"Chir01Ox-b07980.2","AT1G08420"
"Chir01Ox-b07990.2","AT1G08430"
"Chir01Ox-b08000.2","AT1G08440"
"Chir01Ox-b08010.2","AT1G08450"
"Chir01Ox-b08020.2","AT1G08460"
"Chir01Ox-b08030.2","AT1G08465"
"Chir01Ox-b08040.2","AT1G08470"
"Chir01Ox-b08050.2","AT1G08480"
"Chir01Ox-b08060.2","AT1G08490"
"Chir01Ox-b08070.2","AT1G08500"
"Chir01Ox-b08080.2","AT1G08510"
"Chir01Ox-b08090.2","AT1G08520"
"Chir01Ox-b08100.2","AT1G08530"
"Chir01Ox-b08110.2","AT1G08540"
"Chir01Ox-b08120.2","AT1G08550"
"Chir01Ox-b08130.2","AT1G08560"
"Chir01Ox-b08140.2","AT1G08570"
"Chir01Ox-b08150.2","AT1G08580"
"Chir01Ox-b08160.2","AT1G08590"
"Chir01Ox-b08170.2","AT1G08600"
"Chir01Ox-b08180.2","AT1G08610"
"Chir01Ox-b08190.2","AT1G08620"
"Chir01Ox-b08200.2","AT1G08630"
"Chir01Ox-b08210.2","AT1G08640"
"Chir01Ox-b08240.2","AT1G08650"
"Chir01Ox-b08250.2","AT1G08660"
"Chir01Ox-b08260.2","AT1G08670"
"Chir01Ox-b08270.2","AT1G08680"
"Chir01Ox-b08280.2","AT1G08700"
"Chir01Ox-b08290.2","AT1G08710"
"Chir01Ox-b08300.2","AT1G08720"
"Chir01Ox-b08310.2","AT1G08750"
"Chir01Ox-b08320.2","AT1G08760"
"Chir01Ox-b08330.2","AT1G08770"
"Chir01Ox-b08340.2","AT1G08780"
"Chir01Ox-b08350.2","AT1G08790"
"Chir01Ox-b08360.2","AT1G08800"
"Chir01Ox-b08370.2","AT1G08810"
"Chir01Ox-b08380.2","AT1G08820"
"Chir01Ox-b08390.2","AT1G08830"
"Chir01Ox-b08400.2","AT1G08840"
"Chir01Ox-b08410.2","AT1G08845"
"Chir01Ox-b08420.2","AT1G08860"
"Chir01Ox-b08430.2","AT1G08880"
"Chir01Ox-b08440.2","AT1G08900"
"Chir01Ox-b08450.2","AT1G08910"
"Chir01Ox-b08460.2","AT2G31580"
"Chir01Ox-b08470.2","AT1G08920"
"Chir01Ox-b08480.2","AT1G08930"
"Chir01Ox-b08490.2","AT1G08940"
"Chir01Ox-b08500.2","AT1G08960"
"Chir01Ox-b08510.2","AT1G08970"
"Chir01Ox-b08520.2","AT1G08980"
"Chir01Ox-b08530.2","AT1G08990"
"Chir01Ox-b08540.2","AT1G09010"
"Chir01Ox-b08550.2","AT1G09020"
"Chir01Ox-b08560.2","AT1G09026"
"Chir01Ox-b08570.2","AT1G09030"
"Chir01Ox-b08580.2","AT1G09040"
"Chir01Ox-b08590.2","AT1G09060"
"Chir01Ox-b08600.2","AT1G09070"
"Chir01Ox-b08610.2","AT1G09080"
"Chir01Ox-b08620.2","AT1G09090"
"Chir01Ox-b08630.2","AT1G09100"
"Chir01Ox-b08640.2","AT1G09130"
"Chir01Ox-b08650.2","AT1G09140"
"Chir01Ox-b08660.2","AT1G09150"
"Chir01Ox-b08680.2","AT1G10110"
"Chir01Ox-b08700.2","AT1G09155"
"Chir01Ox-b08710.2","AT1G09160"
"Chir01Ox-b08720.2","AT1G09170"
"Chir01Ox-b08730.2","AT1G09176"
"Chir01Ox-b08750.2","AT1G09190"
"Chir01Ox-b08770.2","AT1G09195"
"Chir01Ox-b08790.2","AT1G09210"
"Chir01Ox-b08800.2","AT1G09220"
"Chir01Ox-b08810.2","AT1G09230"
"Chir01Ox-b08820.2","AT1G09240"
"Chir01Ox-b08850.2","AT1G09250"
"Chir01Ox-b08860.2","AT1G09270"
"Chir01Ox-b08870.2","AT1G09280"
"Chir01Ox-b08880.2","AT1G09290"
"Chir01Ox-b08890.2","AT1G09300"
"Chir01Ox-b08900.2","AT1G09310"
"Chir01Ox-b08910.2","AT1G09320"
"Chir01Ox-b08920.2","AT1G09330"
"Chir01Ox-b08930.2","AT1G09340"
"Chir01Ox-b08940.2","AT1G09350"
"Chir01Ox-b08950.2","AT1G09370"
"Chir01Ox-b08960.2","AT1G09380"
"Chir01Ox-b08970.2","AT1G09390"
"Chir01Ox-b08980.2","AT1G09400"
"Chir01Ox-b08990.2","AT1G09410"
"Chir01Ox-b09000.2","AT1G09415"
"Chir01Ox-b09010.2","AT1G09420"
"Chir01Ox-b09020.2","AT1G09430"
"Chir01Ox-b09030.2","AT1G09440"
"Chir01Ox-b09040.2","AT1G09450"
"Chir01Ox-b09050.2","AT1G09460"
"Chir01Ox-b09060.2","AT1G09470"
"Chir01Ox-b09070.2","AT1G09480"
"Chir01Ox-b09100.2","AT1G09510"
"Chir01Ox-b09110.2","AT1G09520"
"Chir01Ox-b09120.2","AT1G09530"
"Chir01Ox-b09130.2","AT1G09540"
"Chir01Ox-b09140.2","AT1G09550"
"Chir01Ox-b09150.2","AT1G09560"
"Chir01Ox-b09160.2","AT1G09570"
"Chir01Ox-b09170.2","AT1G09575"
"Chir01Ox-b09180.2","AT1G09580"
"Chir01Ox-b09200.2","AT1G09600"
"Chir01Ox-b09210.2","AT1G09610"
"Chir01Ox-b09230.2","AT1G09625"
"Chir01Ox-b09240.2","AT1G09630"
"Chir01Ox-b09250.2","AT1G09640"
"Chir01Ox-b09260.2","AT1G09645"
"Chir01Ox-b09270.2","AT1G09660"
"Chir01Ox-b09290.2","AT1G09680"
"Chir01Ox-b09310.2","AT1G09700"
"Chir01Ox-b09320.2","AT1G09710"
"Chir01Ox-b09330.2","AT1G09720"
"Chir01Ox-b09340.2","AT1G09730"
"Chir01Ox-b09350.2","AT1G09740"
"Chir01Ox-b09360.2","AT1G09750"
"Chir01Ox-b09370.2","AT1G09760"
"Chir01Ox-b09380.2","AT1G09770"
"Chir01Ox-b09390.2","AT1G09780"
"Chir01Ox-b09400.2","AT1G09790"
"Chir01Ox-b09410.2","AT1G09794"
"Chir01Ox-b09420.2","AT1G09795"
"Chir01Ox-b09430.2","AT1G09800"
"Chir01Ox-b09440.2","AT1G09810"
"Chir01Ox-b09450.2","AT1G09812"
"Chir01Ox-b09460.2","AT1G09815"
"Chir01Ox-b09470.2","AT1G09820"
"Chir01Ox-b09480.2","AT1G09830"
"Chir01Ox-b09490.2","AT1G09840"
"Chir01Ox-b09500.2","AT1G09850"
"Chir01Ox-b09510.2","AT1G09860"
"Chir01Ox-b09520.2","AT1G09870"
"Chir01Ox-b09530.2","AT1G09880"
"Chir01Ox-b09550.2","AT1G09890"
"Chir01Ox-b09570.2","AT1G09900"
"Chir01Ox-b09580.2","AT1G09910"
"Chir01Ox-b09590.2","AT1G09920"
"Chir01Ox-b09600.2","AT1G09930"
"Chir01Ox-b09650.2","AT1G09935"
"Chir01Ox-b09660.2","AT1G09940"
"Chir01Ox-b09670.2","AT1G09950"
"Chir01Ox-b09680.2","AT1G09960"
"Chir01Ox-b09690.2","AT1G09970"
"Chir01Ox-b09700.2","AT1G09980"
"Chir01Ox-b09710.2","AT1G10010"
"Chir01Ox-b09730.2","AT1G10020"
"Chir01Ox-b09740.2","AT1G10030"
"Chir01Ox-b09750.2","AT1G10040"
"Chir01Ox-b09760.2","AT1G10050"
"Chir01Ox-b09770.2","AT1G10060"
"Chir01Ox-b09790.2","AT1G10070"
"Chir01Ox-b09800.2","AT1G10090"
"Chir01Ox-b09810.2","AT1G10095"
"Chir01Ox-b09820.2","AT1G10120"
"Chir01Ox-b09830.2","AT1G10130"
"Chir01Ox-b09840.2","AT1G10140"
"Chir01Ox-b09850.2","AT1G10150"
"Chir01Ox-b09860.2","AT1G10155"
"Chir01Ox-b09870.2","AT1G10170"
"Chir01Ox-b09880.2","AT1G10180"
"Chir01Ox-b09900.2","AT1G10200"
"Chir01Ox-b09910.2","AT1G10210"
"Chir01Ox-b09940.2","AT1G10230"
"Chir01Ox-b09950.2","AT1G10240"
"Chir01Ox-b09960.2","AT1G10270"
"Chir01Ox-b09970.2","AT1G10280"
"Chir01Ox-b09980.2","AT1G10290"
"Chir01Ox-b10020.2","AT1G10310"
"Chir01Ox-b10030.2","AT1G10320"
"Chir01Ox-b10040.2","AT1G10330"
"Chir01Ox-b10050.2","AT1G10340"
"Chir01Ox-b10060.2","AT1G10350"
"Chir01Ox-b10070.2","AT1G10360"
"Chir01Ox-b10080.2","AT1G10370"
"Chir01Ox-b10090.2","AT1G10380"
"Chir01Ox-b10100.2","AT1G10385"
"Chir01Ox-b10110.2","AT1G10390"
"Chir01Ox-b10120.2","AT1G10400"
"Chir01Ox-b10130.2","AT1G10410"
"Chir01Ox-b10140.2","AT1G10417"
"Chir01Ox-b10160.2","AT1G10430"
"Chir01Ox-b10170.2","AT1G10450"
"Chir01Ox-b10180.2","AT1G10460"
"Chir01Ox-b10190.2","AT1G10470"
"Chir01Ox-b10200.2","AT1G10480"
"Chir01Ox-b10210.2","AT1G10490"
"Chir01Ox-b10220.2","AT1G10500"
"Chir01Ox-b10230.2","AT1G10510"
"Chir01Ox-b10240.2","AT1G10520"
"Chir01Ox-b10250.2","AT1G10522"
"Chir01Ox-b10260.2","AT1G10530"
"Chir01Ox-b10280.2","AT1G10540"
"Chir01Ox-b10290.2","AT1G10550"
"Chir01Ox-b10300.2","AT1G10560"
"Chir01Ox-b10310.2","AT1G10570"
"Chir01Ox-b10320.2","AT1G10580"
"Chir01Ox-b10330.2","AT1G10586"
"Chir01Ox-b10340.2","AT1G10590"
"Chir01Ox-b10350.2","AT1G10600"
"Chir01Ox-b10360.2","AT1G10610"
"Chir01Ox-b10370.2","AT1G10620"
"Chir01Ox-b10390.2","AT1G10640"
"Chir01Ox-b10400.2","AT1G10650"
"Chir01Ox-b10410.2","AT1G10657"
"Chir01Ox-b10420.2","AT1G10660"
"Chir01Ox-b10430.2","AT1G10670"
"Chir01Ox-b10440.2","AT1G10680"
"Chir01Ox-b10460.2","AT1G10690"
"Chir01Ox-b10480.2","AT1G10710"
"Chir01Ox-b10490.2","AT1G27135"
"Chir01Ox-b10500.2","AT1G10720"
"Chir01Ox-b10520.2","AT1G10740"
"Chir01Ox-b10530.2","AT1G10745"
"Chir01Ox-b10540.2","AT1G10747"
"Chir01Ox-b10560.2","AT1G10750"
"Chir01Ox-b10570.2","AT1G10760"
"Chir01Ox-b10580.2","AT1G10770"
"Chir01Ox-b10590.2","AT1G10780"
"Chir01Ox-b10600.2","AT1G10790"
"Chir01Ox-b10610.2","AT1G10800"
"Chir01Ox-b10630.2","AT1G10820"
"Chir01Ox-b10640.2","AT1G10830"
"Chir01Ox-b10650.2","AT1G10840"
"Chir01Ox-b10660.2","AT1G10850"
"Chir01Ox-b10670.2","AT1G10865"
"Chir01Ox-b10680.2","AT1G10870"
"Chir01Ox-b10700.2","AT1G10880"
"Chir01Ox-b10710.2","AT1G10890"
"Chir01Ox-b10720.2","AT1G10900"
"Chir01Ox-b10730.2","AT1G10910"
"Chir01Ox-b10750.2","AT1G53350"
"Chir01Ox-b10760.2","AT1G10930"
"Chir01Ox-b10780.2","AT1G10950"
"Chir01Ox-b10800.2","AT1G10970"
"Chir01Ox-b10810.2","AT1G10980"
"Chir01Ox-b10820.2","AT1G11000"
"Chir01Ox-b10830.2","AT1G11020"
"Chir01Ox-b10840.2","AT1G11040"
"Chir01Ox-b10850.2","AT1G11050"
"Chir01Ox-b10860.2","AT1G11060"
"Chir01Ox-b10870.2","AT1G11070"
"Chir01Ox-b10880.2","AT1G11080"
"Chir01Ox-b10890.2","AT1G11090"
"Chir01Ox-b10900.2","AT1G11100"
"Chir01Ox-b10920.2","AT1G11112"
"Chir01Ox-b10930.2","AT1G11120"
"Chir01Ox-b10940.2","AT1G11125"
"Chir01Ox-b10950.2","AT1G11130"
"Chir01Ox-b10970.2","AT1G11160"
"Chir01Ox-b10980.2","AT1G11170"
"Chir01Ox-b10990.2","AT1G11180"
"Chir01Ox-b11010.2","AT1G11190"
"Chir01Ox-b11020.2","AT1G11200"
"Chir01Ox-b11030.2","AT1G11210"
"Chir01Ox-b11040.2","AT1G11220"
"Chir01Ox-b11060.2","AT1G11240"
"Chir01Ox-b11090.2","AT1G11260"
"Chir01Ox-b11120.2","AT1G11290"
"Chir01Ox-b11130.2","AT1G11300"
"Chir01Ox-b11140.2","AT1G11310"
"Chir01Ox-b11150.2","AT1G11320"
"Chir01Ox-b11160.2","AT1G11330"
"Chir01Ox-b11170.2","AT1G11340"
"Chir01Ox-b11180.2","AT1G11360"
"Chir01Ox-b11200.2","AT1G11380"
"Chir01Ox-b11210.2","AT1G11390"
"Chir01Ox-b11220.2","AT1G11400"
"Chir01Ox-b11230.2","AT1G80740"
"Chir01Ox-b11250.2","AT1G11410"
"Chir01Ox-b11260.2","AT1G11420"
"Chir01Ox-b11270.2","AT1G11430"
"Chir01Ox-b11280.2","AT3G27999"
"Chir01Ox-b11290.2","AT1G11440"
"Chir01Ox-b11310.2","AT1G11475"
"Chir01Ox-b11320.2","AT1G11480"
"Chir01Ox-b11330.2","AT1G11490"
"Chir01Ox-b11350.2","AT1G11500"
"Chir01Ox-b11360.2","AT1G11510"
"Chir01Ox-b11370.2","AT1G11530"
"Chir01Ox-b11390.2","AT1G11540"
"Chir01Ox-b11400.2","AT1G11545"
"Chir01Ox-b11410.2","AT1G11560"
"Chir01Ox-b11420.2","AT1G11570"
"Chir01Ox-b11430.2","AT1G11572"
"Chir01Ox-b11440.2","AT1G11580"
"Chir01Ox-b11450.2","AT5G28237"
"Chir01Ox-b11470.2","AT1G11600"
"Chir01Ox-b11480.2","AT1G11620"
"Chir01Ox-b11490.2","AT1G11630"
"Chir01Ox-b11500.2","AT1G11650"
"Chir01Ox-b11510.2","AT1G11655"
"Chir01Ox-b11520.2","AT1G11660"
"Chir01Ox-b11530.2","AT1G11670"
"Chir01Ox-b11540.2","AT1G11680"
"Chir01Ox-b11550.2","AT1G11690"
"Chir01Ox-b11560.2","AT1G11700"
"Chir01Ox-b11570.2","AT1G11710"
"Chir01Ox-b11580.2","AT1G11720"
"Chir01Ox-b11590.2","AT1G11730"
"Chir01Ox-b11610.2","AT1G11740"
"Chir01Ox-b11620.2","AT1G11750"
"Chir01Ox-b11630.2","AT1G11755"
"Chir01Ox-b11640.2","AT1G11760"
"Chir01Ox-b11660.2","AT1G11765"
"Chir01Ox-b11670.2","AT1G11770"
"Chir01Ox-b11680.2","AT1G11780"
"Chir01Ox-b11690.2","AT1G11790"
"Chir01Ox-b11700.2","AT1G11800"
"Chir01Ox-b11710.2","AT1G11820"
"Chir01Ox-b11720.2","AT1G11840"
"Chir01Ox-b11730.2","AT1G11850"
"Chir01Ox-b11740.2","AT1G11860"
"Chir01Ox-b11760.2","AT1G11870"
"Chir01Ox-b11770.2","AT1G11880"
"Chir01Ox-b11780.2","AT1G11890"
"Chir01Ox-b11790.2","AT1G11900"
"Chir01Ox-b11800.2","AT1G11905"
"Chir01Ox-b11810.2","AT1G11910"
"Chir01Ox-b11820.2","AT1G11915"
"Chir01Ox-b11830.2","AT1G11920"
"Chir01Ox-b11840.2","AT1G11925"
"Chir01Ox-b11850.2","AT1G11930"
"Chir01Ox-b11860.2","AT1G11940"
"Chir01Ox-b11870.2","AT1G11950"
"Chir01Ox-b11880.2","AT1G11960"
"Chir01Ox-b11920.2","AT1G12000"
"Chir01Ox-b11940.2","AT1G12010"
"Chir01Ox-b11950.2","AT1G62390"
"Chir01Ox-b11970.2","AT1G12020"
"Chir01Ox-b11980.2","AT1G12030"
"Chir01Ox-b12000.2","AT1G12040"
"Chir01Ox-b12010.2","AT1G12050"
"Chir01Ox-b12020.2","AT1G12060"
"Chir01Ox-b12030.2","AT1G12064"
"Chir01Ox-b12040.2","AT1G12070"
"Chir01Ox-b12050.2","AT1G12090"
"Chir01Ox-b12060.2","AT1G12100"
"Chir01Ox-b12070.2","AT1G12110"
"Chir01Ox-b12080.2","AT1G12120"
"Chir01Ox-b12090.2","AT1G12140"
"Chir01Ox-b12100.2","AT1G12150"
"Chir01Ox-b12110.2","AT1G12160"
"Chir01Ox-b12120.2","AT1G12200"
"Chir01Ox-b12130.2","AT1G12220"
"Chir01Ox-b12140.2","AT1G12230"
"Chir01Ox-b12160.2","AT1G12244"
"Chir01Ox-b12170.2","AT1G12250"
"Chir01Ox-b12180.2","AT1G12260"
"Chir01Ox-b12190.2","AT1G12270"
"Chir01Ox-b12200.2","AT1G12280"
"Chir01Ox-b12210.2","AT1G12290"
"Chir01Ox-b12220.2","AT1G12310"
"Chir01Ox-b12230.2","AT1G12320"
"Chir01Ox-b12240.2","AT1G12330"
"Chir01Ox-b12250.2","AT1G12350"
"Chir01Ox-b12260.2","AT1G12360"
"Chir01Ox-b12270.2","AT1G12370"
"Chir01Ox-b12280.2","AT1G12380"
"Chir01Ox-b12290.2","AT1G12390"
"Chir01Ox-b12300.2","AT1G12400"
"Chir01Ox-b12310.2","AT1G12410"
"Chir01Ox-b12320.2","AT1G12420"
"Chir01Ox-b12330.2","AT1G12430"
"Chir01Ox-b12340.2","AT1G12440"
"Chir01Ox-b12350.2","AT1G12450"
"Chir01Ox-b12360.2","AT1G12460"
"Chir01Ox-b12380.2","AT1G12470"
"Chir01Ox-b12390.2","AT1G12480"
"Chir01Ox-b12400.2","AT1G12500"
"Chir01Ox-b12410.2","AT1G12520"
"Chir01Ox-b12430.2","AT1G12530"
"Chir01Ox-b12440.2","AT1G12550"
"Chir01Ox-b12450.2","AT1G12560"
"Chir01Ox-b12460.2","AT1G12570"
"Chir01Ox-b12470.2","AT1G12580"
"Chir01Ox-b12490.2","AT1G12610"
"Chir01Ox-b12520.2","AT1G12630"
"Chir01Ox-b12530.2","AT1G12640"
"Chir01Ox-b12540.2","AT1G12650"
"Chir01Ox-b12550.2","AT1G12663"
"Chir01Ox-b12570.2","AT1G12660"
"Chir01Ox-b12590.2","AT1G12680"
"Chir01Ox-b12600.2","AT1G12700"
"Chir01Ox-b12610.2","AT1G12710"
"Chir01Ox-b12620.2","AT1G12730"
"Chir01Ox-b12650.2","AT1G12750"
"Chir01Ox-b12660.2","AT1G12760"
"Chir01Ox-b12670.2","AT1G12770"
"Chir01Ox-b12700.2","AT1G12790"
"Chir01Ox-b12710.2","AT1G12800"
"Chir01Ox-b12720.2","AT1G12805"
"Chir01Ox-b12730.2","AT1G12810"
"Chir01Ox-b12740.2","AT1G12820"
"Chir01Ox-b12750.2","AT1G12830"
"Chir01Ox-b12760.2","AT1G12840"
"Chir01Ox-b12770.2","AT1G12845"
"Chir01Ox-b12780.2","AT1G12850"
"Chir01Ox-b12790.2","AT1G12860"
"Chir01Ox-b12800.2","AT1G12880"
"Chir01Ox-b12810.2","AT1G12890"
"Chir01Ox-b12820.2","AT1G12900"
"Chir01Ox-b12850.2","AT1G12910"
"Chir01Ox-b12860.2","AT1G12920"
"Chir01Ox-b12870.2","AT1G12930"
"Chir01Ox-b12880.2","AT1G12940"
"Chir01Ox-b12890.2","AT1G12950"
"Chir01Ox-b12900.2","AT1G12970"
"Chir01Ox-b12910.2","AT1G12980"
"Chir01Ox-b12920.2","AT1G11270"
"Chir01Ox-b12930.2","AT1G12990"
"Chir01Ox-b12940.2","AT1G13000"
"Chir01Ox-b12950.2","AT1G13020"
"Chir01Ox-b12960.2","AT1G13030"
"Chir01Ox-b12970.2","AT1G13040"
"Chir01Ox-b12980.2","AT1G13050"
"Chir01Ox-b13030.2","AT1G13080"
"Chir01Ox-b13050.2","AT1G13090"
"Chir01Ox-b13060.2","AT1G13100"
"Chir01Ox-b13070.2","AT1G13110"
"Chir01Ox-b13080.2","AT1G13120"
"Chir01Ox-b13090.2","AT1G13130"
"Chir01Ox-b13100.2","AT1G13140"
"Chir01Ox-b13110.2","AT1G13150"
"Chir01Ox-b13120.2","AT1G13160"
"Chir01Ox-b13130.2","AT1G13170"
"Chir01Ox-b13140.2","AT1G13180"
"Chir01Ox-b13150.2","AT1G13190"
"Chir01Ox-b13160.2","AT1G13195"
"Chir01Ox-b13170.2","AT1G12855"
"Chir01Ox-b13180.2","AT1G13210"
"Chir01Ox-b13190.2","AT1G13220"
"Chir01Ox-b13200.2","AT1G13230"
"Chir01Ox-b13210.2","AT1G13245"
"Chir01Ox-b13220.2","AT1G13250"
"Chir01Ox-b13230.2","AT1G13260"
"Chir01Ox-b13240.2","AT1G13270"
"Chir01Ox-b13250.2","AT1G13280"
"Chir01Ox-b13260.2","AT1G13290"
"Chir01Ox-b13270.2","AT1G13300"
"Chir01Ox-b13280.2","AT1G13310"
"Chir01Ox-b13290.2","AT1G13320"
"Chir01Ox-b13300.2","AT1G13330"
"Chir01Ox-b13310.2","AT1G13340"
"Chir01Ox-b13340.2","AT1G13360"
"Chir01Ox-b13350.2","AT1G13380"
"Chir01Ox-b13360.2","AT1G13390"
"Chir01Ox-b13370.2","AT1G13400"
"Chir01Ox-b13380.2","AT1G13410"
"Chir01Ox-b13400.2","AT1G13450"
"Chir01Ox-b13410.2","AT1G13460"
"Chir01Ox-b13420.2","AT1G13470"
"Chir01Ox-b13430.2","AT1G13520"
"Chir01Ox-b13440.2","AT1G13530"
"Chir01Ox-b13450.2","AT1G13510"
"Chir01Ox-b13460.2","AT1G13550"
"Chir01Ox-b13470.2","AT1G13560"
"Chir01Ox-b13480.2","AT1G13570"
"Chir01Ox-b13500.2","AT1G13580"
"Chir01Ox-b13510.2","AT1G13590"
"Chir01Ox-b13530.2","AT1G13600"
"Chir01Ox-b13540.2","AT1G13610"
"Chir01Ox-b13550.2","AT2G25295"
"Chir01Ox-b13560.2","AT1G13620"
"Chir01Ox-b13570.2","AT1G13630"
"Chir01Ox-b13580.2","AT1G13635"
"Chir01Ox-b13590.2","AT1G13640"
"Chir01Ox-b13610.2","AT5G43690"
"Chir01Ox-b13650.2","AT1G13670"
"Chir01Ox-b13670.2","AT1G13690"
"Chir01Ox-b13680.2","AT1G13700"
"Chir01Ox-b13690.2","AT1G13710"
"Chir01Ox-b13700.2","AT1G13730"
"Chir01Ox-b13710.2","AT1G13740"
"Chir01Ox-b13720.2","AT1G13750"
"Chir01Ox-b13730.2","AT2G17723"
"Chir01Ox-b13740.2","AT1G13770"
"Chir01Ox-b13760.2","AT1G13790"
"Chir01Ox-b13770.2","AT1G13800"
"Chir01Ox-b13780.2","AT1G13810"
"Chir01Ox-b13790.2","AT1G13820"
"Chir01Ox-b13800.2","AT1G13830"
"Chir01Ox-b13810.2","AT1G13860"
"Chir01Ox-b13820.2","AT1G13870"
"Chir01Ox-b13830.2","AT1G13880"
"Chir01Ox-b13840.2","AT1G13890"
"Chir01Ox-b13850.2","AT1G13900"
"Chir01Ox-b13860.2","AT1G13910"
"Chir01Ox-b13870.2","AT1G13920"
"Chir01Ox-b13880.2","AT1G13930"
"Chir01Ox-b13890.2","AT1G13940"
"Chir01Ox-b13900.2","AT1G13950"
"Chir01Ox-b13910.2","AT1G13960"
"Chir01Ox-b13920.2","AT1G13970"
"Chir01Ox-b13930.2","AT1G13980"
"Chir01Ox-b13940.2","AT1G13990"
"Chir01Ox-b13960.2","AT1G14000"
"Chir01Ox-b13970.2","AT1G14010"
"Chir01Ox-b13980.2","AT1G14020"
"Chir01Ox-b13990.2","AT1G14030"
"Chir01Ox-b14000.2","AT1G14040"
"Chir01Ox-b14020.2","AT5G02210"
"Chir01Ox-b14030.2","AT1G14060"
"Chir01Ox-b14040.2","AT1G14080"
"Chir01Ox-b14070.2","AT1G14110"
"Chir01Ox-b14100.2","AT1G14120"
"Chir01Ox-b14110.2","AT1G14130"
"Chir01Ox-b14140.2","AT1G14140"
"Chir01Ox-b14150.2","AT1G14150"
"Chir01Ox-b14160.2","AT1G14160"
"Chir01Ox-b14170.2","AT1G14170"
"Chir01Ox-b14180.2","AT1G14180"
"Chir01Ox-b14190.2","AT1G14185"
"Chir01Ox-b14200.2","AT1G14200"
"Chir01Ox-b14210.2","AT1G14205"
"Chir01Ox-b14220.2","AT1G14210"
"Chir01Ox-b14230.2","AT1G14220"
"Chir01Ox-b14250.2","AT1G14230"
"Chir01Ox-b14260.2","AT1G14250"
"Chir01Ox-b14270.2","AT1G14260"
"Chir01Ox-b14280.2","AT1G14270"
"Chir01Ox-b14290.2","AT1G14280"
"Chir01Ox-b14300.2","AT1G14290"
"Chir01Ox-b14310.2","AT1G14300"
"Chir01Ox-b14320.2","AT1G14310"
"Chir01Ox-b14350.2","AT1G14330"
"Chir01Ox-b14360.2","AT1G14340"
"Chir01Ox-b14370.2","AT1G14345"
"Chir01Ox-b14380.2","AT1G14350"
"Chir01Ox-b14390.2","AT1G14360"
"Chir01Ox-b14400.2","AT1G14370"
"Chir01Ox-b14410.2","AT1G14380"
"Chir01Ox-b14420.2","AT1G14390"
"Chir01Ox-b14430.2","AT1G14400"
"Chir01Ox-b14440.2","AT1G14410"
"Chir01Ox-b14450.2","AT1G14420"
"Chir01Ox-b14470.2","AT1G14430"
"Chir01Ox-b14480.2","AT1G14440"
"Chir01Ox-b14490.2","AT1G14450"
"Chir01Ox-b14510.2","AT1G14460"
"Chir01Ox-b14520.2","AT1G14470"
