PeakID	Chr	Start	End	Strand	Peak.Score	Focus.Ratio.Region.Size	Annotation	Detailed.Annotation	Distance.to.TSS	Nearest.PromoterID	Chi_ID	Ath_ID
Peak183	Chr4	18160660	18162426	+	0	NA	Intergenic	NA	-3236	Chir04Ox_b12860.2_T001	Chir04Ox_b12860.2	AT3G62250
Peak184	Chr3	1757871	1760263	+	0	NA	promoter-TSS	NA	-736	Chir03Ox_b05230.2_T001	Chir03Ox_b05230.2	AT3G05800
Peak185	Chr5	21234618	21235819	+	0	NA	promoter-TSS	NA	-487	Chir05Ox_b20840.2_T001	Chir05Ox_b20840.2	AT3G55270
Peak186	Chr4	11916148	11917240	+	0	NA	intron	NA	10157	Chir04Ox_b07600.2_T001	Chir04Ox_b07600.2	AT2G26690
Peak187	Chr7	22053419	22054247	+	0	NA	Intergenic	NA	2543	Chir07Ox_b24860.2_T001	Chir07Ox_b24860.2	AT4G27657
Peak188	Chr6	16506546	16509257	+	0	NA	TTS	NA	2590	Chir06Ox_b13530.2_T001	Chir06Ox_b13530.2	AT5G26230
Peak189	Chr5	21545101	21547144	+	0	NA	promoter-TSS	NA	-2618	Chir05Ox_b21600.2_T001	Chir05Ox_b21600.2	AT3G55970
Peak190	Chr4	17702018	17704077	+	0	NA	promoter-TSS	NA	-1043	Chir04Ox_b12000.2_T001	Chir04Ox_b12000.2	AT2G30350
Peak191	Chr8	13090705	13092693	+	0	NA	promoter-TSS	NA	-675	Chir08Ox_b13950.2_T001	Chir08Ox_b13950.2	AT5G52280
Peak192	Chr7	15288900	15290346	+	0	NA	TTS	NA	2556	Chir07Ox_b10580.2_T001	Chir07Ox_b10580.2	AT4G14620
Peak193	Chr3	2238376	2239886	+	0	NA	promoter-TSS	NA	-373	Chir03Ox_b06560.2_T001	Chir03Ox_b06560.2	AT3G07010
Peak194	Chr4	23698782	23699499	+	0	NA	TTS	NA	1281	Chir04Ox_b25500.2_T001	Chir04Ox_b25500.2	AT2G42760
Peak195	Chr8	15601253	15603572	+	0	NA	Intergenic	NA	3040	Chir08Ox_b19010.2_T001	Chir08Ox_b19010.2	AT5G56840
Peak196	Chr1	9146296	9147164	+	0	NA	promoter-TSS	NA	-170	Chir01Ox_b24920.2_T001	Chir01Ox_b24920.2	AT1G26270
Peak197	Chr2	21736591	21738969	+	0	NA	promoter-TSS	NA	-1407	Chir02Ox_b24410.2_T001	Chir02Ox_b24410.2	AT1G77330
Peak198	Chr4	23131254	23133818	+	0	NA	promoter-TSS	NA	-2444	Chir04Ox_b24070.2_T001	Chir04Ox_b24070.2	AT2G41310
Peak199	Chr7	18744695	18745530	+	0	NA	Intergenic	NA	-3247	Chir07Ox_b16600.2_T001	Chir07Ox_b16600.2	AT4G19710
Peak200	Chr1	20201885	20202919	+	0	NA	Intergenic	NA	12037	Chir01Ox_b34290.2_T001	Chir01Ox_b34290.2	AT1G42540
Peak201	Chr2	1163699	1165849	+	0	NA	Intergenic	NA	5023	Chir02Ox_b02110.2_T001	Chir02Ox_b02110.2	AT1G63100
Peak202	Chr6	22675143	22678780	+	0	NA	promoter-TSS	NA	-846	Chir06Ox_b28470.2_T001	Chir06Ox_b28470.2	AT5G10770
Peak203	Chr2	2984345	2985580	+	0	NA	promoter-TSS	NA	-286	Chir02Ox_b05280.2_T001	Chir02Ox_b05280.2	AT1G60940
Peak204	Chr7	2974893	2975867	+	0	NA	TTS	NA	1015	Chir07Ox_b04240.2_T001	Chir07Ox_b04240.2	AT5G38790
Peak205	Chr8	552753	553726	+	0	NA	promoter-TSS	NA	-481	Chir08Ox_b01420.2_T001	Chir08Ox_b01420.2	AT4G00860
Peak206	Chr8	1082600	1084774	+	0	NA	promoter-TSS	NA	-1538	Chir08Ox_b02460.2_T001	Chir08Ox_b02460.2	AT4G02330
Peak207	Chr6	19369308	19370584	+	0	NA	promoter-TSS	NA	-831	Chir06Ox_b19770.2_T001	Chir06Ox_b19770.2	AT5G19340
Peak208	Chr1	240513	241226	+	0	NA	intron	NA	1369	Chir01Ox_b00720.2_T001	Chir01Ox_b00720.2	AT1G01540
Peak209	Chr3	21359881	21360875	+	0	NA	TTS	NA	1802	Chir03Ox_b32220.2_T001	Chir03Ox_b32220.2	AT2G17770
Peak210	Chr5	14692188	14693457	+	0	NA	exon	NA	196	Chir05Ox_b09660.2_T002	Chir05Ox_b09660.2	AT3G44990
Peak211	Chr2	22027450	22029154	+	0	NA	promoter-TSS	NA	-1309	Chir02Ox_b25060.2_T001	Chir02Ox_b25060.2	AT1G78040
Peak212	Chr1	7503827	7504837	+	0	NA	intron	NA	1038	Chir01Ox_b21170.2_T003	Chir01Ox_b21170.2	AT1G21400
Peak213	Chr2	18792639	18794375	+	0	NA	promoter-TSS	NA	-1155	Chir02Ox_b17060.2_T002	Chir02Ox_b17060.2	AT1G70530
Peak214	Chr2	20996288	20997016	+	0	NA	Intergenic	NA	3357	Chir02Ox_b22520.2_T001	Chir02Ox_b22520.2	AT1G75590
Peak215	Chr5	21573747	21575930	+	0	NA	promoter-TSS	NA	-694	Chir05Ox_b21670.2_T001	Chir05Ox_b21670.2	AT3G56050
Peak216	Chr1	24547306	24548094	+	0	NA	TTS	NA	3324	Chir01Ox_b38550.2_T001	Chir01Ox_b38550.2	AT1G49600
Peak217	Chr6	23855689	23856522	+	0	NA	promoter-TSS	NA	-232	Chir06Ox_b31700.2_T001	Chir06Ox_b31700.2	AT5G07240
Peak218	Chr7	23120953	23122765	+	0	NA	promoter-TSS	NA	-32	Chir07Ox_b27550.2_T001	Chir07Ox_b27550.2	AT4G30280
Peak219	Chr7	25567777	25570152	+	0	NA	intron	NA	2562	Chir07Ox_b33970.2_T001	Chir07Ox_b33970.2	AT4G36550
Peak220	Chr4	19175240	19176455	+	0	NA	promoter-TSS	NA	-2178	Chir04Ox_b14980.2_T001	Chir04Ox_b14980.2	AT2G32970
Peak221	Chr7	6572532	6573848	+	0	NA	promoter-TSS	NA	-944	Chir07Ox_b07010.2_T001	Chir07Ox_b07010.2	AT5G35700
Peak222	Chr3	5658611	5659634	+	0	NA	promoter-TSS	NA	-352	Chir03Ox_b16260.2_T001	Chir03Ox_b16260.2	NA
Peak223	Chr7	25184274	25187532	+	0	NA	promoter-TSS	NA	-1462	Chir07Ox_b32930.2_T001	Chir07Ox_b32930.2	AT4G35480
Peak224	Chr1	10189855	10190635	+	0	NA	promoter-TSS	NA	-45	Chir01Ox_b27200.2_T001	Chir01Ox_b27200.2	AT1G28440
Peak225	Chr2	1693839	1695314	+	0	NA	exon	NA	152	Chir02Ox_b03090.2_T001	Chir02Ox_b03090.2	AT1G62370
Peak226	Chr3	4033436	4034576	+	0	NA	promoter-TSS	NA	-782	Chir03Ox_b11890.2_T001	Chir03Ox_b11890.2	AT3G12700
Peak227	Chr7	19788933	19789653	+	0	NA	promoter-TSS	NA	-91	Chir07Ox_b18960.2_T002	Chir07Ox_b18960.2	AT4G22280
Peak228	Chr1	2483505	2485069	+	0	NA	promoter-TSS	NA	-594	Chir01Ox_b07180.2_T002	Chir01Ox_b07180.2	AT1G07710
Peak229	Chr7	25775393	25778409	+	0	NA	promoter-TSS	NA	-1339	Chir07Ox_b34490.2_T002	Chir07Ox_b34490.2	AT4G37070
Peak230	Chr8	16393345	16395401	+	0	NA	promoter-TSS	NA	-643	Chir08Ox_b20840.2_T001	Chir08Ox_b20840.2	AT5G58620
Peak231	Chr2	1509797	1510514	+	0	NA	promoter-TSS	NA	-113	Chir02Ox_b02800.2_T001	Chir02Ox_b02800.2	NA
Peak232	Chr8	12793839	12795208	+	0	NA	Intergenic	NA	3831	Chir08Ox_b13420.2_T001	Chir08Ox_b13420.2	AT5G51790
Peak233	Chr5	20245341	20246777	+	0	NA	intron	NA	1642	Chir05Ox_b18370.2_T001	Chir05Ox_b18370.2	AT3G52840
Peak234	Chr8	458312	460599	+	0	NA	promoter-TSS	NA	-822	Chir08Ox_b01200.2_T001	Chir08Ox_b01200.2	AT4G01070
Peak235	Chr1	8784146	8785224	+	0	NA	exon	NA	229	Chir01Ox_b24160.2_T001	Chir01Ox_b24160.2	AT1G27020
Peak236	Chr8	18607947	18610409	+	0	NA	Intergenic	NA	2751	Chir08Ox_b26670.2_T001	Chir08Ox_b26670.2	AT5G64120
Peak237	Chr7	18533316	18535023	+	0	NA	Intergenic	NA	-7906	Chir07Ox_b16210.2_T001	Chir07Ox_b16210.2	AT4G19230
Peak238	Chr7	642714	644895	+	0	NA	TTS	NA	2024	Chir07Ox_b00940.2_T001	Chir07Ox_b00940.2	AT5G41400
Peak239	Chr8	15195353	15196200	+	0	NA	promoter-TSS	NA	-474	Chir08Ox_b18030.2_T001	Chir08Ox_b18030.2	AT5G56040
Peak240	Chr4	22053381	22055231	+	0	NA	promoter-TSS	NA	-1051	Chir04Ox_b21580.2_T001	Chir04Ox_b21580.2	AT2G39020
Peak241	Chr7	24985246	24986106	+	0	NA	TTS	NA	3047	Chir07Ox_b32410.2_T001	Chir07Ox_b32410.2	AT4G34980
Peak242	Chr6	25441095	25443432	+	0	NA	promoter-TSS	NA	-644	Chir06Ox_b35940.2_T001	Chir06Ox_b35940.2	AT5G03040
Peak243	Chr5	996157	996980	+	0	NA	exon	NA	117	Chir05Ox_b01740.2_T001	Chir05Ox_b01740.2	AT2G02910
Peak244	Chr8	19740682	19742021	+	0	NA	promoter-TSS	NA	-1112	Chir08Ox_b29760.2_T001	Chir08Ox_b29760.2	AT5G66770
Peak245	Chr1	11068315	11070834	+	0	NA	Intergenic	NA	12543	Chir01Ox_b28860.2_T001	Chir01Ox_b28860.2	AT5G31412
Peak246	Chr8	15159093	15160125	+	0	NA	promoter-TSS	NA	-177	Chir08Ox_b17950.2_T001	Chir08Ox_b17950.2	AT5G55960
Peak247	Chr6	22634917	22636437	+	0	NA	TTS	NA	2212	Chir06Ox_b28330.2_T001	Chir06Ox_b28330.2	AT5G10930
Peak248	Chr1	8991714	8992795	+	0	NA	promoter-TSS	NA	-291	Chir01Ox_b24510.2_T002	Chir01Ox_b24510.2	AT1G26730
Peak249	Chr4	16222405	16223230	+	0	NA	Intergenic	NA	8430	Chir04Ox_b09870.2_T001	Chir04Ox_b09870.2	AT2G28360
Peak250	Chr5	22914721	22915697	+	0	NA	promoter-TSS	NA	-460	Chir05Ox_b25420.2_T001	Chir05Ox_b25420.2	AT3G59580
Peak251	Chr2	22844679	22846578	+	0	NA	promoter-TSS	NA	-681	Chir02Ox_b27210.2_T001	Chir02Ox_b27210.2	AT1G80730
Peak252	Chr4	21015391	21016204	+	0	NA	Intergenic	NA	-4139	Chir04Ox_b19210.2_T002	Chir04Ox_b19210.2	AT2G36870
Peak253	Chr2	20728771	20730185	+	0	NA	promoter-TSS	NA	-365	Chir02Ox_b21870.2_T001	Chir02Ox_b21870.2	AT1G74940
Peak254	Chr2	18427827	18429376	+	0	NA	intron	NA	1774	Chir02Ox_b16360.2_T001	Chir02Ox_b16360.2	AT1G69870
Peak255	Chr2	1529416	1530574	+	0	NA	intron	NA	988	Chir02Ox_b02830.2_T002	Chir02Ox_b02830.2	AT1G62660
Peak256	Chr2	18440152	18441554	+	0	NA	promoter-TSS	NA	-1481	Chir02Ox_b16390.2_T001	Chir02Ox_b16390.2	AT1G69900
Peak257	Chr5	19386548	19387852	+	0	NA	promoter-TSS	NA	-515	Chir05Ox_b16140.2_T001	Chir05Ox_b16140.2	AT3G50800
Peak258	Chr3	8483914	8486288	+	0	NA	Intergenic	NA	3494	Chir03Ox_b23010.2_T001	Chir03Ox_b23010.2	AT3G22961
Peak259	Chr3	23341773	23343994	+	0	NA	promoter-TSS	NA	-2098	Chir03Ox_b35110.2_T001	Chir03Ox_b35110.2	AT2G20570
Peak260	Chr4	25252235	25253599	+	0	NA	exon	NA	359	Chir04Ox_b29630.2_T002	Chir04Ox_b29630.2	AT2G46710
Peak261	Chr6	19858980	19861318	+	0	NA	Intergenic	NA	5734	Chir06Ox_b20930.2_T001	Chir06Ox_b20930.2	AT5G18280
Peak262	Chr5	19176175	19178511	+	0	NA	promoter-TSS	NA	-845	Chir05Ox_b15850.2_T001	Chir05Ox_b15850.2	AT3G50530
Peak263	Chr6	23843168	23844389	+	0	NA	promoter-TSS	NA	-2725	Chir06Ox_b31660.2_T001	Chir06Ox_b31660.2	AT5G07290
Peak264	Chr3	10059173	10060420	+	0	NA	promoter-TSS	NA	-2565	Chir03Ox_b25200.2_T001	Chir03Ox_b25200.2	AT3G24770
Peak265	Chr3	5689666	5691798	+	0	NA	promoter-TSS	NA	-693	Chir03Ox_b16340.2_T001	Chir03Ox_b16340.2	AT3G16560
Peak266	Chr2	19398707	19399720	+	0	NA	promoter-TSS	NA	-226	Chir02Ox_b18490.2_T001	Chir02Ox_b18490.2	AT1G71910
Peak267	Chr4	22150568	22154414	+	0	NA	promoter-TSS	NA	-1327	Chir04Ox_b21780.2_T001	Chir04Ox_b21780.2	AT2G39220
Peak268	Chr4	17843579	17844753	+	0	NA	promoter-TSS	NA	89	Chir04Ox_b12250.2_T002	Chir04Ox_b12250.2	AT2G30520
Peak269	Chr3	5027725	5029225	+	0	NA	promoter-TSS	NA	-1330	Chir03Ox_b14550.2_T001	Chir03Ox_b14550.2	AT3G14940
Peak270	Chr6	23175497	23176608	+	0	NA	TTS	NA	1949	Chir06Ox_b29870.2_T001	Chir06Ox_b29870.2	AT5G09461
Peak271	Chr5	22048479	22050331	+	0	NA	TTS	NA	2122	Chir05Ox_b23050.2_T001	Chir05Ox_b23050.2	AT3G57400
Peak272	Chr3	12194382	12195096	+	0	NA	promoter-TSS	NA	-1273	Chir03Ox_b27150.2_T001	Chir03Ox_b27150.2	AT2G05530
Peak273	Chr7	25278730	25280403	+	0	NA	promoter-TSS	NA	-665	Chir07Ox_b33260.2_T001	Chir07Ox_b33260.2	AT4G35780
Peak274	Chr1	21539250	21540978	+	0	NA	promoter-TSS	NA	-759	Chir01Ox_b35180.2_T001	Chir01Ox_b35180.2	AT1G44608
Peak275	Chr1	24585632	24586349	+	0	NA	promoter-TSS	NA	-6	Chir01Ox_b38610.2_T001	Chir01Ox_b38610.2	AT1G49660
Peak276	Chr7	26115938	26116760	+	0	NA	intron	NA	954	Chir07Ox_b35240.2_T001	Chir07Ox_b35240.2	AT4G37800
Peak277	Chr1	5217057	5217991	+	0	NA	promoter-TSS	NA	-255	Chir01Ox_b14810.2_T001	Chir01Ox_b14810.2	AT1G14700
Peak278	Chr1	9066794	9067844	+	0	NA	promoter-TSS	NA	-716	Chir01Ox_b24710.2_T001	Chir01Ox_b24710.2	AT1G26560
Peak279	Chr1	13627036	13628067	+	0	NA	Intergenic	NA	2848	Chir01Ox_b32250.2_T001	Chir01Ox_b32250.2	AT1G33760
Peak280	Chr6	25653443	25655121	+	0	NA	promoter-TSS	NA	-643	Chir06Ox_b36570.2_T001	Chir06Ox_b36570.2	AT5G02420
Peak281	Chr4	21926982	21929614	+	0	NA	promoter-TSS	NA	-1039	Chir04Ox_b21270.2_T001	Chir04Ox_b21270.2	AT2G38760
Peak282	Chr1	16235868	16237137	+	0	NA	promoter-TSS	NA	-15	Chir01Ox_b33430.2_T002	Chir01Ox_b33430.2	AT1G35560
Peak283	Chr2	19952925	19953812	+	0	NA	promoter-TSS	NA	774	Chir02Ox_b19820.2_T001	Chir02Ox_b19820.2	AT1G73120
Peak284	Chr2	21985322	21987238	+	0	NA	promoter-TSS	NA	-767	Chir02Ox_b24950.2_T001	Chir02Ox_b24950.2	AT1G77920
Peak285	Chr3	8575984	8577607	+	0	NA	promoter-TSS	NA	-1332	Chir03Ox_b23120.2_T001	Chir03Ox_b23120.2	AT3G23080
Peak286	Chr6	5172553	5173399	+	0	NA	intron	NA	868	Chir06Ox_b06440.2_T001	Chir06Ox_b06440.2	AT5G43270
Peak287	Chr3	22354661	22356427	+	0	NA	Intergenic	NA	-6352	Chir03Ox_b33610.2_T001	Chir03Ox_b33610.2	AT2G18960
Peak288	Chr1	14479854	14480606	+	0	NA	promoter-TSS	NA	-145	Chir01Ox_b32620.2_T001	Chir01Ox_b32620.2	AT1G34120
Peak289	Chr3	19191150	19192677	+	0	NA	promoter-TSS	NA	-417	Chir03Ox_b30020.2_T002	Chir03Ox_b30020.2	AT2G15970
Peak290	Chr6	19450313	19452485	+	0	NA	promoter-TSS	NA	-938	Chir06Ox_b19980.2_T001	Chir06Ox_b19980.2	AT5G19130
Peak291	Chr6	22617671	22619324	+	0	NA	promoter-TSS	NA	-287	Chir06Ox_b28290.2_T001	Chir06Ox_b28290.2	AT5G10960
Peak292	Chr1	11888144	11889142	+	0	NA	intron	NA	1154	Chir01Ox_b30170.2_T001	Chir01Ox_b30170.2	NA
Peak293	Chr7	4468300	4469176	+	0	NA	Intergenic	NA	16645	Chir07Ox_b05670.2_T001	Chir07Ox_b05670.2	AT5G37480
Peak294	Chr3	8782875	8783691	+	0	NA	promoter-TSS	NA	-1889	Chir03Ox_b23430.2_T001	Chir03Ox_b23430.2	AT3G23310
Peak295	Chr6	21229064	21231205	+	0	NA	promoter-TSS	NA	-861	Chir06Ox_b24650.2_T001	Chir06Ox_b24650.2	AT5G14730
Peak296	Chr4	291527	292493	+	0	NA	promoter-TSS	NA	34	Chir04Ox_b00140.2_T001	Chir04Ox_b00140.2	AT2G20990
Peak297	Chr4	15422652	15423545	+	0	NA	promoter-TSS	NA	-1984	Chir04Ox_b09210.2_T001	Chir04Ox_b09210.2	AT2G27830
Peak298	Chr5	621149	623034	+	0	NA	TTS	NA	4868	Chir05Ox_b01100.2_T001	Chir05Ox_b01100.2	AT2G02070
Peak299	Chr6	20092209	20093931	+	0	NA	promoter-TSS	NA	-1637	Chir06Ox_b21550.2_T001	Chir06Ox_b21550.2	AT5G17760
Peak300	Chr3	5696026	5697387	+	0	NA	TTS	NA	1642	Chir03Ox_b16360.2_T001	Chir03Ox_b16360.2	AT3G16570
Peak301	Chr2	18692352	18693621	+	0	NA	promoter-TSS	NA	-784	Chir02Ox_b16860.2_T001	Chir02Ox_b16860.2	AT1G70350
Peak302	Chr7	24790238	24791664	+	0	NA	promoter-TSS	NA	-430	Chir07Ox_b31870.2_T001	Chir07Ox_b31870.2	AT4G34150
Peak303	Chr4	23932647	23935457	+	0	NA	promoter-TSS	NA	-2083	Chir04Ox_b26060.2_T001	Chir04Ox_b26060.2	AT2G43340
Peak304	Chr1	8768007	8768961	+	0	NA	promoter-TSS	NA	-248	Chir01Ox_b24120.2_T001	Chir01Ox_b24120.2	AT1G27050
Peak305	Chr1	10622274	10623465	+	0	NA	promoter-TSS	NA	-1484	Chir01Ox_b28180.2_T001	Chir01Ox_b28180.2	AT1G29640
Peak306	Chr7	22810346	22811337	+	0	NA	promoter-TSS	NA	-735	Chir07Ox_b26930.2_T001	Chir07Ox_b26930.2	AT4G29700
Peak307	Chr7	25854343	25856405	+	0	NA	promoter-TSS	NA	-902	Chir07Ox_b34660.2_T001	Chir07Ox_b34660.2	AT4G36890
Peak308	Chr8	15295541	15298189	+	0	NA	promoter-TSS	NA	-2130	Chir08Ox_b18250.2_T001	Chir08Ox_b18250.2	AT5G56250
Peak309	Chr3	20212806	20214018	+	0	NA	TTS	NA	379	Chir03Ox_b30850.2_T001	Chir03Ox_b30850.2	AT2G16750
Peak310	Chr7	25927769	25928657	+	0	NA	Intergenic	NA	-3193	Chir07Ox_b34830.2_T001	Chir07Ox_b34830.2	AT4G37410
Peak311	Chr8	15349930	15350852	+	0	NA	TTS	NA	2631	Chir08Ox_b18360.2_T001	Chir08Ox_b18360.2	AT5G56340
Peak312	Chr3	9102663	9104628	+	0	NA	TTS	NA	1331	Chir03Ox_b23900.2_T001	Chir03Ox_b23900.2	AT3G23727
Peak313	Chr3	6522779	6523956	+	0	NA	promoter-TSS	NA	-1818	Chir03Ox_b18540.2_T001	Chir03Ox_b18540.2	AT3G18710
Peak314	Chr5	21268323	21270352	+	0	NA	promoter-TSS	NA	-1215	Chir05Ox_b20920.2_T001	Chir05Ox_b20920.2	AT3G55370
Peak315	Chr1	5180569	5183340	+	0	NA	promoter-TSS	NA	-1230	Chir01Ox_b14690.2_T002	Chir01Ox_b14690.2	AT1G14620
Peak316	Chr1	26325552	26327492	+	0	NA	Intergenic	NA	2297	Chir01Ox_b41760.2_T002	Chir01Ox_b41760.2	AT1G52890
Peak317	Chr6	23065712	23066528	+	0	NA	promoter-TSS	NA	-96	Chir06Ox_b29510.2_T001	Chir06Ox_b29510.2	NA
Peak318	Chr8	17076193	17077598	+	0	NA	promoter-TSS	NA	-676	Chir08Ox_b22680.2_T001	Chir08Ox_b22680.2	AT5G60200
Peak319	Chr1	256958	258960	+	0	NA	TTS	NA	3159	Chir01Ox_b00770.2_T001	Chir01Ox_b00770.2	AT1G01480
Peak320	Chr8	15791049	15791970	+	0	NA	promoter-TSS	NA	-2525	Chir08Ox_b19310.2_T001	Chir08Ox_b19310.2	AT5G57123
Peak321	Chr8	18681444	18682552	+	0	NA	promoter-TSS	NA	-469	Chir08Ox_b26870.2_T001	Chir08Ox_b26870.2	AT5G64320
Peak322	Chr6	24049705	24050687	+	0	NA	TTS	NA	1851	Chir06Ox_b32280.2_T001	Chir06Ox_b32280.2	AT5G06720
Peak323	Chr4	25013554	25014286	+	0	NA	promoter-TSS	NA	-1736	Chir04Ox_b29130.2_T001	Chir04Ox_b29130.2	AT2G46260
Peak324	Chr2	19715678	19717218	+	0	NA	promoter-TSS	NA	-522	Chir02Ox_b19200.2_T001	Chir02Ox_b19200.2	AT1G72510
Peak325	Chr1	4671414	4674492	+	0	NA	promoter-TSS	NA	-1441	Chir01Ox_b13230.2_T001	Chir01Ox_b13230.2	AT1G13260
Peak326	Chr1	6101924	6103072	+	0	NA	promoter-TSS	NA	-1823	Chir01Ox_b17470.2_T001	Chir01Ox_b17470.2	AT1G17400
Peak327	Chr8	2790730	2791915	+	0	NA	promoter-TSS	NA	-188	Chir08Ox_b05870.2_T001	Chir08Ox_b05870.2	AT4G12040
Peak328	Chr5	19260918	19261967	+	0	NA	promoter-TSS	NA	-1047	Chir05Ox_b15970.2_T001	Chir05Ox_b15970.2	AT3G50650
Peak329	Chr4	5080747	5081714	+	0	NA	Intergenic	NA	-5541	Chir04Ox_b03700.2_T001	Chir04Ox_b03700.2	NA
Peak330	Chr4	22948345	22950894	+	0	NA	promoter-TSS	NA	-1140	Chir04Ox_b23600.2_T003	Chir04Ox_b23600.2	AT2G40820
Peak331	Chr1	6986017	6986873	+	0	NA	promoter-TSS	NA	-80	Chir01Ox_b19810.2_T003	Chir01Ox_b19810.2	AT1G19910
Peak332	Chr1	10797267	10798510	+	0	NA	promoter-TSS	NA	-243	Chir01Ox_b28450.2_T001	Chir01Ox_b28450.2	AT1G30110
Peak333	Chr7	1833851	1836549	+	0	NA	promoter-TSS	NA	-925	Chir07Ox_b02900.2_T001	Chir07Ox_b02900.2	NA
Peak334	Chr4	17640206	17641082	+	0	NA	TTS	NA	1455	Chir04Ox_b11850.2_T001	Chir04Ox_b11850.2	AT2G30230
Peak335	Chr7	16898919	16900092	+	0	NA	promoter-TSS	NA	-534	Chir07Ox_b12750.2_T001	Chir07Ox_b12750.2	AT4G16141
Peak336	Chr5	19597728	19599490	+	0	NA	TTS	NA	2753	Chir05Ox_b16740.2_T001	Chir05Ox_b16740.2	AT3G51410
Peak337	Chr3	5649404	5650347	+	0	NA	promoter-TSS	NA	-2239	Chir03Ox_b16240.2_T001	Chir03Ox_b16240.2	AT3G16460
Peak338	Chr4	17574333	17576559	+	0	NA	promoter-TSS	NA	-746	Chir04Ox_b11750.2_T001	Chir04Ox_b11750.2	NA
Peak339	Chr1	8007998	8009440	+	0	NA	promoter-TSS	NA	-483	Chir01Ox_b22390.2_T001	Chir01Ox_b22390.2	AT1G22640
Peak340	Chr4	994813	996111	+	0	NA	promoter-TSS	NA	-507	Chir04Ox_b01430.2_T001	Chir04Ox_b01430.2	AT2G22125
Peak341	Chr7	15787225	15787957	+	0	NA	promoter-TSS	NA	-1281	Chir07Ox_b10930.2_T001	Chir07Ox_b10930.2	AT3G14820
Peak342	Chr7	26502814	26504464	+	0	NA	promoter-TSS	NA	-1465	Chir07Ox_b36280.2_T001	Chir07Ox_b36280.2	AT4G39400
Peak343	Chr1	3167453	3168268	+	0	NA	promoter-TSS	NA	-10	Chir01Ox_b09120.2_T001	Chir01Ox_b09120.2	AT1G09530
Peak344	Chr6	22498357	22500557	+	0	NA	promoter-TSS	NA	-1090	Chir06Ox_b28040.2_T001	Chir06Ox_b28040.2	NA
Peak345	Chr8	18081762	18083466	+	0	NA	Intergenic	NA	-6500	Chir08Ox_b25200.2_T001	Chir08Ox_b25200.2	AT5G62680
Peak346	Chr1	1167153	1168622	+	0	NA	promoter-TSS	NA	-1893	Chir01Ox_b03320.2_T001	Chir01Ox_b03320.2	AT1G04240
Peak347	Chr1	9198884	9200084	+	0	NA	TTS	NA	3084	Chir01Ox_b25040.2_T001	Chir01Ox_b25040.2	AT1G26160
Peak348	Chr4	15845033	15845831	+	0	NA	Intergenic	NA	3428	Chir04Ox_b09510.2_T001	Chir04Ox_b09510.2	AT2G28090
Peak349	Chr7	22815352	22816888	+	0	NA	intron	NA	1466	Chir07Ox_b26940.2_T001	Chir07Ox_b26940.2	NA
Peak350	Chr8	17472573	17474110	+	0	NA	promoter-TSS	NA	-581	Chir08Ox_b23650.2_T001	Chir08Ox_b23650.2	NA
Peak351	Chr2	22482048	22486949	+	0	NA	intron	NA	4014	Chir02Ox_b26290.2_T001	Chir02Ox_b26290.2	AT1G79120
Peak352	Chr7	26485788	26488374	+	0	NA	promoter-TSS	NA	-1607	Chir07Ox_b36260.2_T001	Chir07Ox_b36260.2	AT4G39420
Peak353	Chr2	2958598	2962261	+	0	NA	Intergenic	NA	-3252	Chir02Ox_b05250.2_T006	Chir02Ox_b05250.2	AT1G60900
Peak354	Chr2	21715684	21717412	+	0	NA	promoter-TSS	NA	-250	Chir02Ox_b24370.2_T001	Chir02Ox_b24370.2	AT1G77290
Peak355	Chr6	4841658	4842572	+	0	NA	promoter-TSS	NA	-1150	Chir06Ox_b06200.2_T001	Chir06Ox_b06200.2	NA
Peak356	Chr8	19442770	19445838	+	0	NA	promoter-TSS	NA	-1326	Chir08Ox_b28950.2_T001	Chir08Ox_b28950.2	AT5G67350
Peak357	Chr5	23723688	23725607	+	0	NA	TTS	NA	2081	Chir05Ox_b27510.2_T001	Chir05Ox_b27510.2	AT3G61810
Peak358	Chr7	3435028	3436227	+	0	NA	promoter-TSS	NA	-555	Chir07Ox_b04790.2_T003	Chir07Ox_b04790.2	AT5G38260
Peak359	Chr1	26778254	26779364	+	0	NA	promoter-TSS	NA	-172	Chir01Ox_b42730.2_T001	Chir01Ox_b42730.2	NA
Peak360	Chr7	22715436	22716688	+	0	NA	promoter-TSS	NA	-499	Chir07Ox_b26580.2_T001	Chir07Ox_b26580.2	AT4G29350
Peak361	Chr1	1029906	1031169	+	0	NA	promoter-TSS	NA	-2756	Chir01Ox_b02930.2_T002	Chir01Ox_b02930.2	AT1G03840
Peak362	Chr5	21843650	21847513	+	0	NA	promoter-TSS	NA	-1674	Chir05Ox_b22470.2_T001	Chir05Ox_b22470.2	AT3G56880
Peak363	Chr6	3609795	3610706	+	0	NA	Intergenic	NA	-3291	Chir06Ox_b04970.2_T001	Chir06Ox_b04970.2	AT5G44190
Peak364	Chr3	23419920	23420746	+	0	NA	promoter-TSS	NA	-45	Chir03Ox_b35260.2_T001	Chir03Ox_b35260.2	AT2G20670
Peak365	Chr5	183091	184486	+	0	NA	promoter-TSS	NA	-527	Chir05Ox_b00220.2_T001	Chir05Ox_b00220.2	AT2G01260
